Date,Temperature,Humidity,Precipitation
217,106,8,33
218,78,25,8
219,102,77,23
220,93,12,8
221,110,57,18
222,95,80,88
223,91,67,27
224,85,15,69
225,97,95,83
226,109,7,33
227,70,52,47
228,106,11,15
229,91,74,22
230,107,84,9
231,83,11,19
232,105,43,69
233,81,96,89
234,110,52,98
235,91,12,75
236,99,2,65
237,81,99,90
238,93,23,82
239,84,42,24
240,98,78,78
241,80,37,97
242,97,37,85
243,101,75,87
244,76,24,51
245,90,48,100
246,93,14,93
247,72,11,11
248,82,28,93
249,86,72,46
250,88,88,63
251,82,65,63
252,97,76,57
253,96,3,48
254,81,20,31
255,86,80,92
256,89,63,28
257,77,43,92
258,96,7,59
259,108,39,83
260,72,80,58
261,95,47,30
262,92,63,87
263,78,16,50
264,69,27,90
265,75,87,37
266,79,12,59
267,76,93,83
268,57,37,98
269,78,13,54
270,71,42,17
271,69,90,45
272,62,17,75
273,54,56,60
274,80,94,50
275,62,60,48
276,79,15,14
277,73,92,67
278,75,66,43
279,52,59,42
280,58,76,93
281,72,73,58
282,73,71,27
283,74,11,91
284,71,67,8
285,71,16,68
286,51,89,37
287,66,59,24
288,66,18,38
289,66,73,55
290,55,100,31
291,56,15,95
292,56,92,40
293,61,24,95
294,78,82,60
295,67,37,82
296,77,99,54
297,79,28,24
298,53,41,31
299,53,68,65
300,73,5,48
301,51,85,34
302,78,14,14
303,53,12,79
304,80,38,15
305,68,16,60
306,77,25,67
307,62,95,74
308,65,54,8
309,70,49,72
310,54,73,2
311,77,23,49
312,59,63,75
313,76,55,35
314,55,14,88
315,80,34,95
316,62,93,82
317,64,93,68
318,53,100,93
319,74,51,92
320,62,90,53
321,79,15,79
322,55,1,35
323,65,84,13
324,65,49,85
325,68,79,79
326,67,26,98
327,65,17,85
328,57,15,67
329,69,5,76
330,68,99,63
331,65,87,85
332,66,40,15
333,78,59,78
334,53,21,64
335,63,93,72
336,54,98,59
337,65,65,99
338,69,4,49
339,57,74,7
340,74,21,100
341,54,0,2
342,69,83,67
343,60,41,98
344,76,36,27
345,59,67,75
346,53,91,10
347,67,56,93
348,55,23,38
349,63,61,35
350,75,85,57
351,56,62,4
352,80,53,75
353,78,29,38
354,73,88,100
355,39,56,74
356,34,53,85
357,50,31,55
358,45,18,8
359,43,14,80
360,26,11,13
361,40,20,77
362,29,4,7
363,26,22,23
364,25,50,19
